CheckoutYear,CheckoutMonth,MaterialType,Checkouts,Title
2016,1,AUDIOBOOK,27,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4 (unabridged)"
2016,1,BOOK,34,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.
2016,1,BOOK,39,Harry Potter and the prisoner of Azkaban / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,1,BOOK,1,Harry Potter's bookshelf : the great books behind the Hogwarts adventures / John Granger.
2016,1,BOOK,3,"Harry Potter : page to screen, the complete filmmaking journey / [Bob McCabe]."
2016,1,BOOK,1,One fine potion : the literary magic of Harry Potter / Greg Garrett.
2016,1,BOOK,3,"Harry Potter magic eye book : 3D magical creatures, beasts and beings."
2016,1,BOOK,45,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.
2016,1,EBOOK,23,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1"
2016,1,AUDIOBOOK,43,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2 (unabridged)"
2016,1,BOOK,1,"HarÄ« pottÄÅ to shi no hihÅç. Ue, = Harry Potter and the deathly hallows / Rowling J.K., saku ; Matsuoka YÅ«ko, yaku."
2016,1,BOOK,2,Looking for God in Harry Potter / John Granger.
2016,1,BOOK,1,The unofficial Harry Potter insults handbook : 101 comebacks for the Slytherin in your life / Birdy Jones & Laura J. Moss.
2016,1,BOOK,1,"Harry Potter y el misterio del prÃ_ncipe / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,1,AUDIOBOOK,25,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7 (unabridged)"
2016,1,EBOOK,2,"Harry Potter y el misterio del prÃ_ncipe: Harry Potter Serie, Libro 6"
2016,1,AUDIOBOOK,1,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon (unabridged)"
2016,1,BOOK,2,Harry Potter and the sorcerer's stone [text (large print)] / J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,1,BOOK,2,Harry Potter et la chambre des secrets / J.K. Rowling ; illustrations de Emily Walcker ; traduit de l'anglais par Jean-FranÃ§ois MÃ©nard.
2016,1,BOOK,1,"Harry Potter y la cÃ¡mara secreta / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,1,BOOK,8,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-- more than 150 magical recipes for wizards and non-wizards alike / Dinah Bucholz.
2016,1,AUDIOBOOK,35,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5 (unabridged)"
2016,1,EBOOK,10,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7"
2016,1,EBOOK,14,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4"
2016,1,EBOOK,1,Harry Potter's Bookshelf: The Great Books Behind the Hogwarts Adventures
2016,1,EBOOK,4,"Harry Potter y la cÃ¡mara secreta: Harry Potter Serie, Libro 2"
2016,1,BOOK,42,Harry Potter and the chamber of secrets / by J.K. Rowling ; illustrations by Mary Grandpre.
2016,2,BOOK,1,The unofficial Harry Potter insults handbook : 101 comebacks for the Slytherin in your life / Birdy Jones & Laura J. Moss.
2016,2,EBOOK,3,"Harry Potter y el cÃ¡liz de fuego: Harry Potter Serie, Libro 4"
2016,2,EBOOK,3,Charmed Knits: Projects for Fans of Harry Potter
2016,2,BOOK,1,"Harry Potter y la orden del FÃ©nix / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,2,AUDIOBOOK,25,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6 (unabridged)"
2016,2,EBOOK,13,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7"
2016,2,EBOOK,14,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5"
2016,2,EBOOK,17,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2"
2016,2,BOOK,1,One fine potion : the literary magic of Harry Potter / Greg Garrett.
2016,2,BOOK,3,"Harry Potter magic eye book : 3D magical creatures, beasts and beings."
2016,2,EBOOK,4,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Gloryâ€”More Than 150 Magical Recipes for Muggles and Wizards
2016,2,AUDIOBOOK,63,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1 (unabridged)"
2016,2,EBOOK,17,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4"
2016,2,BOOK,2,"Harry Potter y la piedra filosofal / J.K. Rowling ; [traducciÃ_n, Alicia Dellepiane]."
2016,2,BOOK,5,"The Geeky Chef cookbook : unofficial recipes from Doctor Who, game of Thrones, Harry Potter, and more, real-life recipes for your favorite fantasy foods / Cassandra Reeder, the Geeky Chef."
2016,2,BOOK,31,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,2,EBOOK,4,"Harry Potter y la piedra filosofal: Harry Potter Serie, Libro 1"
2016,2,BOOK,1,"Mapping the world of the sorcerer's apprentice : an unauthorized exploration of the Harry Potter series complete through book six / edited by Mercedes Lackey, with Leah Wilson."
2016,2,EBOOK,4,"Harry Potter y el prisionero de Azkaban: Harry Potter Serie, Libro 3"
2016,2,BOOK,4,Harry Potter : building the magical world / written by Elizabeth Dowsett.
2016,2,BOOK,1,"Harry Potter y el misterio del prÃ_ncipe / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,2,BOOK,29,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,2,BOOK,1,"Harry, a history : the true story of a boy wizard, his fans, and life inside the Harry Potter phenomenon / Melissa Anelli."
2016,2,BOOK,34,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.
2016,2,BOOK,2,Harry Potter and the sorcerer's stone [text (large print)] / J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,2,EBOOK,3,"Harry Potter y la cÃ¡mara secreta: Harry Potter Serie, Libro 2"
2016,2,EBOOK,12,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3"
2016,2,EBOOK,1,The Unofficial Guide to Harry Potter: Facts and Trivia Every Fan Should Know!
2016,2,BOOK,25,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,2,AUDIOBOOK,32,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5 (unabridged)"
2016,2,BOOK,1,Harry Potter et la chambre des secrets / J.K. Rowling ; illustrations de Emily Walcker ; traduit de l'anglais par Jean-FranÃ§ois MÃ©nard.
2016,2,BOOK,1,Harry Potter's bookshelf : the great books behind the Hogwarts adventures / John Granger.
2016,2,BOOK,27,Harry Potter and the prisoner of Azkaban / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,2,EBOOK,2,The Complete Idiot's Guide to the World of Harry Potter
2016,2,BOOK,5,Harry Potter : the creature vault : the creatures and plants of the Harry Potter films / by Jody Revenson.
2016,2,BOOK,1,The psychology of Harry Potter : an unauthorized examination of the boy who lived / edited by Neil Mulholland.
2016,2,BOOK,1,The science of Harry Potter : how magic really works / Roger Highfield.
2016,2,EBOOK,25,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1"
2016,2,BOOK,2,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,2,BOOK,4,"Harry Potter : page to screen, the complete filmmaking journey / [Bob McCabe]."
2016,2,EBOOK,1,"Harry Potter y las RelÃ_quias de la Muerte: Harry Potter Serie, Libro 7"
2016,2,BOOK,6,"Harry Potter : magical places from the films : Hogwarts, Diagon Alley and beyond / by Jody Revenson."
2016,2,EBOOK,3,"Harry Potter y la Orden del FÃ©nix: Harry Potter Serie, Libro 5"
2016,2,BOOK,1,Harry Potter & tÃªn tÃ_ nhÃ¢n ngá»¥c Azkaban / J.K. Rowling ; LÃ_ Lan dá»‹ch.
2016,2,EBOOK,1,Harry Potter's Bookshelf: The Great Books Behind the Hogwarts Adventures
2016,2,EBOOK,2,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter
2016,2,AUDIOBOOK,2,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon (unabridged)"
2016,2,BOOK,1,"HarÄ« PottÄÅ to himitsu no heya = Harry Potter and the Harry Potter Chamber of Secrets / J.K. RÅçringu, saku ; Matsuoka YÅ«ko, yaku."
2016,2,AUDIOBOOK,27,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7 (unabridged)"
2016,2,BOOK,2,"Harry Potter y el cÃ¡liz de fuego / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,2,BOOK,3,"Harry Potter y la cÃ¡mara secreta / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,2,BOOK,2,"The secret life of stories : from Don Quixote to Harry Potter, how understanding intellectual disability transforms the way we read / Michael BÃ©rubÃ©."
2016,2,BOOK,4,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-- more than 150 magical recipes for wizards and non-wizards alike / Dinah Bucholz.
2016,2,BOOK,26,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,2,AUDIOBOOK,33,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4 (unabridged)"
2016,2,AUDIOBOOK,41,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2 (unabridged)"
2016,2,BOOK,36,Harry Potter and the chamber of secrets / by J.K. Rowling ; illustrations by Mary Grandpre.
2016,2,EBOOK,12,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6"
2016,2,AUDIOBOOK,36,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3 (unabridged)"
2016,2,EBOOK,2,"Harry Potter y el misterio del prÃ_ncipe: Harry Potter Serie, Libro 6"
2016,2,BOOK,36,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.
2016,3,BOOK,1,"Harry Potter y el cÃ¡liz de fuego / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,3,BOOK,1,"The Geeky Chef cookbook : unofficial recipes from Doctor Who, game of Thrones, Harry Potter, and more, real-life recipes for your favorite fantasy foods / Cassandra Reeder, the Geeky Chef."
2016,3,AUDIOBOOK,28,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7 (unabridged)"
2016,3,EBOOK,3,Harry Potter's Bookshelf: The Great Books Behind the Hogwarts Adventures
2016,3,AUDIOBOOK,34,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4 (unabridged)"
2016,3,AUDIOBOOK,33,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3 (unabridged)"
2016,3,BOOK,1,"Storybook travels : from Eloise's New York to Harry Potter's London, visits to 30 of the best-loved landmarks in children's literature / Colleen Dunn Bates and Susan LaTempa."
2016,3,BOOK,3,"Harry Potter magic eye book : 3D magical creatures, beasts and beings."
2016,3,EBOOK,14,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3"
2016,3,AUDIOBOOK,37,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5 (unabridged)"
2016,3,BOOK,3,"The secret life of stories : from Don Quixote to Harry Potter, how understanding intellectual disability transforms the way we read / Michael BÃ©rubÃ©."
2016,3,AUDIOBOOK,29,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6 (unabridged)"
2016,3,EBOOK,30,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1"
2016,3,EBOOK,13,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2"
2016,3,BOOK,28,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.
2016,3,BOOK,29,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,3,EBOOK,13,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5"
2016,3,BOOK,2,Harry Potter's bookshelf : the great books behind the Hogwarts adventures / John Granger.
2016,3,BOOK,1,The unofficial Harry Potter insults handbook : 101 comebacks for the Slytherin in your life / Birdy Jones & Laura J. Moss.
2016,3,BOOK,1,Wizards : the quest for the wizard from Merlin to Harry Potter / John Matthews.
2016,3,AUDIOBOOK,47,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2 (unabridged)"
2016,3,BOOK,1,"Harry Potter y el misterio del prÃ_ncipe / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,3,EBOOK,2,The Complete Idiot's Guide to the World of Harry Potter
2016,3,BOOK,2,Harry Potter et la chambre des secrets / J.K. Rowling ; illustrations de Emily Walcker ; traduit de l'anglais par Jean-FranÃ§ois MÃ©nard.
2016,3,EBOOK,12,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6"
2016,3,AUDIOBOOK,62,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1 (unabridged)"
2016,3,EBOOK,10,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7"
2016,3,BOOK,2,"Harry Potter y la cÃ¡mara secreta / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,3,AUDIOBOOK,1,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon (unabridged)"
2016,3,BOOK,1,"HarÄ« pottÄÅ to shi no hihÅç. Ue, = Harry Potter and the deathly hallows / Rowling J.K., saku ; Matsuoka YÅ«ko, yaku."
2016,3,EBOOK,3,"Harry Potter y la cÃ¡mara secreta: Harry Potter Serie, Libro 2"
2016,3,BOOK,45,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.
2016,3,BOOK,7,"Harry Potter : page to screen, the complete filmmaking journey / [Bob McCabe]."
2016,3,BOOK,4,Harry Potter : building the magical world / written by Elizabeth Dowsett.
2016,3,BOOK,2,"Harry Potter y la piedra filosofal / J.K. Rowling ; [traducciÃ_n, Alicia Dellepiane]."
2016,3,BOOK,31,Harry Potter and the prisoner of Azkaban / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,3,EBOOK,1,"Harry Potter y la Orden del FÃ©nix: Harry Potter Serie, Libro 5"
2016,3,BOOK,18,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,3,EBOOK,3,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Gloryâ€”More Than 150 Magical Recipes for Muggles and Wizards
2016,3,BOOK,6,"Harry Potter : magical places from the films : Hogwarts, Diagon Alley and beyond / by Jody Revenson."
2016,3,EBOOK,3,"Harry Potter y la piedra filosofal: Harry Potter Serie, Libro 1"
2016,3,BOOK,1,Harry Potter and the sorcerer's stone [text (large print)] / J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,3,EBOOK,14,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4"
2016,3,BOOK,1,The psychology of Harry Potter : an unauthorized examination of the boy who lived / edited by Neil Mulholland.
2016,3,BOOK,1,"Hali Bote yu mo fa shi = Harry Potter and the philosopher's stone / [Ying] J.K. Luolin, zhu ; Su Nong, yi."
2016,3,BOOK,27,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,3,BOOK,7,Harry Potter : the creature vault : the creatures and plants of the Harry Potter films / by Jody Revenson.
2016,3,BOOK,41,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,3,BOOK,40,Harry Potter and the chamber of secrets / by J.K. Rowling ; illustrations by Mary Grandpre.
2016,3,BOOK,7,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-- more than 150 magical recipes for wizards and non-wizards alike / Dinah Bucholz.
2016,3,BOOK,2,"Mapping the world of the sorcerer's apprentice : an unauthorized exploration of the Harry Potter series complete through book six / edited by Mercedes Lackey, with Leah Wilson."
2016,3,EBOOK,2,"Harry Potter y el prisionero de Azkaban: Harry Potter Serie, Libro 3"
2016,3,BOOK,1,"God, the devil, and Harry Potter : a Christian minister's defense of the beloved novels / John Killinger."
2016,3,EBOOK,2,"Harry Potter y el cÃ¡liz de fuego: Harry Potter Serie, Libro 4"
2016,4,BOOK,45,Harry Potter and the chamber of secrets / by J.K. Rowling ; illustrations by Mary Grandpre.
2016,4,EBOOK,13,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6"
2016,4,EBOOK,1,Harry Potter's Bookshelf: The Great Books Behind the Hogwarts Adventures
2016,4,AUDIOBOOK,2,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon (unabridged)"
2016,4,BOOK,46,Harry Potter and the prisoner of Azkaban / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,4,AUDIOBOOK,71,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1 (unabridged)"
2016,4,AUDIOBOOK,34,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4 (unabridged)"
2016,4,BOOK,31,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,4,BOOK,3,"Harry Potter y la cÃ¡mara secreta / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,4,EBOOK,17,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5"
2016,4,EBOOK,1,"Harry Potter y la Orden del FÃ©nix: Harry Potter Serie, Libro 5"
2016,4,EBOOK,2,"Harry Potter y la cÃ¡mara secreta: Harry Potter Serie, Libro 2"
2016,4,AUDIOBOOK,35,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6 (unabridged)"
2016,4,BOOK,5,"Harry Potter : magical places from the films : Hogwarts, Diagon Alley and beyond / by Jody Revenson."
2016,4,AUDIOBOOK,44,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2 (unabridged)"
2016,4,BOOK,1,"Harry Potter y la orden del FÃ©nix / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,4,AUDIOBOOK,40,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5 (unabridged)"
2016,4,EBOOK,2,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter
2016,4,BOOK,1,"The Lexicon : an unauthorized guide to Harry Potter fiction and related material / Steve Vander Ark, with John Kearns, Lisa Waite Bunker, Belinda Hobbs."
2016,4,BOOK,6,Harry Potter : the creature vault : the creatures and plants of the Harry Potter films / by Jody Revenson.
2016,4,BOOK,2,Harry Potter et la chambre des secrets / J.K. Rowling ; illustrations de Emily Walcker ; traduit de l'anglais par Jean-FranÃ§ois MÃ©nard.
2016,4,BOOK,22,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,4,BOOK,1,Haeri PÊ»otÊ»Åè wa mabÅèpsa Å_i tol = Harry Potter and the philosopher's stone / Joaen K. Rolling chiÅ_m ; Kim Hye-wÅèn omgim.
2016,4,EBOOK,13,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7"
2016,4,EBOOK,13,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4"
2016,4,BOOK,1,"The secret life of stories : from Don Quixote to Harry Potter, how understanding intellectual disability transforms the way we read / Michael BÃ©rubÃ©."
2016,4,EBOOK,29,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1"
2016,4,EBOOK,1,"Harry Potter y las RelÃ_quias de la Muerte: Harry Potter Serie, Libro 7"
2016,4,BOOK,40,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,4,EBOOK,4,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Gloryâ€”More Than 150 Magical Recipes for Muggles and Wizards
2016,4,EBOOK,2,The Unofficial Guide to Harry Potter: Facts and Trivia Every Fan Should Know!
2016,4,EBOOK,1,Charmed Knits: Projects for Fans of Harry Potter
2016,4,BOOK,51,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.
2016,4,EBOOK,2,"Harry Potter y el cÃ¡liz de fuego: Harry Potter Serie, Libro 4"
2016,4,AUDIOBOOK,39,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3 (unabridged)"
2016,4,BOOK,6,"Harry Potter : page to screen, the complete filmmaking journey / [Bob McCabe]."
2016,4,BOOK,2,"Harry Potter y la piedra filosofal / J.K. Rowling ; [traducciÃ_n, Alicia Dellepiane]."
2016,4,BOOK,1,"Hali Bote yu mo fa shi = Harry Potter and the philosopher's stone / [Ying] J.K. Luolin, zhu ; Su Nong, yi."
2016,4,BOOK,6,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-- more than 150 magical recipes for wizards and non-wizards alike / Dinah Bucholz.
2016,4,BOOK,2,"The Geeky Chef cookbook : unofficial recipes from Doctor Who, game of Thrones, Harry Potter, and more, real-life recipes for your favorite fantasy foods / Cassandra Reeder, the Geeky Chef."
2016,4,BOOK,24,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.
2016,4,EBOOK,2,"Harry Potter y el prisionero de Azkaban: Harry Potter Serie, Libro 3"
2016,4,EBOOK,17,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2"
2016,4,EBOOK,2,"Harry Potter y la piedra filosofal: Harry Potter Serie, Libro 1"
2016,4,BOOK,2,Haeri PÊ»otÊ»Åè wa pimil Å_i pang = Harry Potter and the chamber of secrets / Joaen K. Rolling chiÅ_m ; Kim Hye-wÅèn omgim.
2016,4,BOOK,5,Harry Potter : building the magical world / written by Elizabeth Dowsett.
2016,4,BOOK,1,"Harry Potter y el misterio del prÃ_ncipe / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,4,EBOOK,5,The Complete Idiot's Guide to the World of Harry Potter
2016,4,BOOK,1,Harry Potter and the sorcerer's stone [text (large print)] / J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,4,BOOK,2,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,4,BOOK,1,The psychology of Harry Potter : an unauthorized examination of the boy who lived / edited by Neil Mulholland.
2016,4,BOOK,21,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,4,AUDIOBOOK,36,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7 (unabridged)"
2016,4,BOOK,3,"Harry Potter magic eye book : 3D magical creatures, beasts and beings."
2016,4,EBOOK,16,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3"
2016,5,BOOK,1,"Storybook travels : from Eloise's New York to Harry Potter's London, visits to 30 of the best-loved landmarks in children's literature / Colleen Dunn Bates and Susan LaTempa."
2016,5,BOOK,2,"Harry, a history : the true story of a boy wizard, his fans, and life inside the Harry Potter phenomenon / Melissa Anelli."
2016,5,BOOK,33,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,5,AUDIOBOOK,32,"Harry Potter and the Half-Blood Prince: Harry Potter Series, Book 6 (unabridged)"
2016,5,BOOK,2,"Harry Potter y la piedra filosofal / J.K. Rowling ; [traducciÃ_n, Alicia Dellepiane]."
2016,5,BOOK,1,Harry Potter's bookshelf : the great books behind the Hogwarts adventures / John Granger.
2016,5,BOOK,1,"Harry Potter y la orden del FÃ©nix / J.K. Rowling ; [traducciÃ_n, Gemma Rovira Ortega]."
2016,5,EBOOK,11,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7"
2016,5,EBOOK,16,"Harry Potter and the Chamber of Secrets: Harry Potter Series, Book 2"
2016,5,BOOK,25,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,5,EBOOK,1,Boys and Girls Forever: Children's Classics from Cinderella to Harry Potter
2016,5,BOOK,1,The psychology of Harry Potter : an unauthorized examination of the boy who lived / edited by Neil Mulholland.
2016,5,BOOK,2,The unofficial Harry Potter insults handbook : 101 comebacks for the Slytherin in your life / Birdy Jones & Laura J. Moss.
2016,5,BOOK,32,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.
2016,5,EBOOK,2,The Complete Idiot's Guide to the World of Harry Potter
2016,5,EBOOK,13,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5"
2016,5,EBOOK,1,The Unofficial Guide to Harry Potter: Facts and Trivia Every Fan Should Know!
2016,5,AUDIOBOOK,36,"Harry Potter and the Order of the Phoenix: Harry Potter Series, Book 5 (unabridged)"
2016,5,EBOOK,4,"Harry Potter y el prisionero de Azkaban: Harry Potter Serie, Libro 3"
2016,5,BOOK,29,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPrÃ©.
2016,5,EBOOK,4,"Harry Potter y la piedra filosofal: Harry Potter Serie, Libro 1"
2016,5,BOOK,5,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-- more than 150 magical recipes for wizards and non-wizards alike / Dinah Bucholz.
2016,5,EBOOK,2,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter
2016,5,EBOOK,2,"Harry Potter y el cÃ¡liz de fuego: Harry Potter Serie, Libro 4"
2016,5,BOOK,5,"Harry Potter : magical places from the films : Hogwarts, Diagon Alley and beyond / by Jody Revenson."
2016,5,EBOOK,5,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Gloryâ€”More Than 150 Magical Recipes for Muggles and Wizards
2016,5,EBOOK,1,Charmed Knits: Projects for Fans of Harry Potter
2016,5,BOOK,4,"Harry Potter y la cÃ¡mara secreta / J.K. Rowling ; [traducciÃ_n, Adolfo MuÃ±oz GarcÃ_a y Nieves MartÃ_n Azofra]."
2016,5,BOOK,34,Harry Potter and the chamber of secrets / by J.K. Rowling ; illustrations by Mary Grandpre.
2016,5,AUDIOBOOK,28,"Harry Potter and the Deathly Hallows: Harry Potter Series, Book 7 (unabridged)"
2016,5,BOOK,34,Harry Potter and the prisoner of Azkaban / by J.K. Rowling ; illustrations by Mary GrandprÃ©.
2016,5,AUDIOBOOK,64,"Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1 (unabridged)"
2016,5,BOOK,1,One fine potion : the literary magic of Harry Potter / Greg Garrett.
2016,5,EBOOK,14,"Harry Potter and the Goblet of Fire: Harry Potter Series, Book 4"
2016,5,EBOOK,3,"Harry Potter y la cÃ¡mara secreta: Harry Potter Serie, Libro 2"
2016,5,BOOK,5,Harry Potter : the creature vault : the creatures and plants of the Harry Potter films / by Jody Revenson.
2016,5,AUDIOBOOK,1,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon (unabridged)"
2016,5,BOOK,46,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.
2016,5,BOOK,4,"Harry Potter magic eye book : 3D magical creatures, beasts and beings."
2016,5,BOOK,1,"The Geeky Chef cookbook : unofficial recipes from Doctor Who, game of Thrones, Harry Potter, and more, real-life recipes for your favorite fantasy foods / Cassandra Reeder, the Geeky Chef."
2016,5,EBOOK,1,"Harry Potter y las RelÃ_quias de la Muerte: Harry Potter Serie, Libro 7"
2016,5,EBOOK,1,Harry Potter's Bookshelf: The Great Books Behind the Hogwarts Adventures
2016,5,EBOOK,16,"Harry Potter and the Prisoner of Azkaban: Harry Potter Series, Book 3"
