CheckoutYear,CheckoutMonth,MaterialType,Checkouts,Title
2006,3,BOOK,1,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2006,3,BOOK,1,Holy Bible containing the Old and New Testaments New Revised Standard Version
2006,3,BOOK,1,Holy Bible NIrV New International Readers Version
2006,4,BOOK,1,Holy Bible containing the Old and New Testaments New Revised Standard Version
2006,4,BOOK,2,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2006,4,BOOK,1,"Holy Bible : the new King James version, containing the Old and New Testaments."
2006,4,BOOK,1,Holy Bible English Standard Version containing the Old and New Testaments
2006,4,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2006,4,BOOK,1,Holy Bible New international version containing the Old Testament and the New Testament
2006,4,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2006,4,BOOK,2,Holy Bible NIrV New International Readers Version
2006,4,BOOK,1,Scofield reference Bible The Holy Bible containing the Old and New Testaments Authorized version
2006,4,BOOK,1,"The Holy Bible, containing the Old and New Testaments; translated out of the original tongues and with the former translations diligently compared and revised by His Majesty's special command; appointed to be read in churches."
2006,4,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2006,5,BOOK,1,Holy Bible revised standard version containing the Old and New Testaments with the Apocrypha Deuterocanonical books
2006,5,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2006,5,BOOK,1,Holy Bible King James version containing the Old and New Testaments translated out of the original tongues and with the former translations diligently compared and revised by His Majestys special command
2006,5,BOOK,1,Holy Bible NIrV New International Readers Version
2006,5,BOOK,1,Holy Bible containing the Old and New Testaments New Revised Standard Version
2006,5,BOOK,1,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2006,5,BOOK,1,The Holy Bible.
2006,5,BOOK,1,"Holy Bible : the new King James version, containing the Old and New Testaments."
2006,6,BOOK,1,Holy Bible revised standard version containing the Old and New Testaments with the Apocrypha Deuterocanonical books
2006,6,BOOK,1,"Holy Bible : the new King James version, containing the Old and New Testaments."
2006,6,BOOK,1,Holy Bible NIrV New International Readers Version
2006,6,BOOK,1,Scofield reference Bible The Holy Bible containing the Old and New Testaments Authorized version
2006,7,BOOK,1,Holy Bible NIrV New International Readers Version
2006,7,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tongues being the version set forth A D 1611 Compared with the most ancient authorities and revised A D 1881 1885
2006,7,BOOK,1,Holy Bible containing the Old and New Testaments New Revised Standard Version
2006,8,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2006,8,BOOK,1,bible according to Einstein a scientific complement to the Holy Bible for the third millennium
2006,8,BOOK,1,Holy Bible The book of Genesis
2006,8,BOOK,1,Holy Bible revised standard version containing the Old and New Testaments with the Apocrypha Deuterocanonical books
2006,8,BOOK,1,Holy Bible NIrV New International Readers Version
2006,8,BOOK,1,The Holy Bible.
2006,8,BOOK,1,Holy Bible
2006,8,BOOK,1,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2006,8,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2006,9,BOOK,2,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2006,9,BOOK,1,Holy Bible NIrV New International Readers Version
2006,9,BOOK,1,Holy Bible New international version containing the Old Testament and the New Testament
2006,9,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2006,9,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2006,9,BOOK,2,Scofield reference Bible The Holy Bible containing the Old and New Testaments Authorized version
2006,9,BOOK,2,Holy Bible New international version containing the Old Testament and the New Testament
2006,10,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2006,10,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2006,10,BOOK,3,Holy Bible NIrV New International Readers Version
2006,10,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2006,10,BOOK,1,The Holy Bible.
2006,11,BOOK,1,Holy Bible English Standard Version containing the Old and New Testaments
2006,11,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2006,11,BOOK,1,Holy Bible
2006,11,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2006,12,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2006,12,BOOK,1,Holy Bible NIrV New International Readers Version
2007,1,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2007,1,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2007,1,BOOK,1,Holy Bible NIrV New International Readers Version
2007,1,BOOK,2,The Holy Bible.
2007,1,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2007,1,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2007,2,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2007,2,BOOK,1,hidden wisdom in the Holy Bible
2007,2,BOOK,1,Scofield reference Bible The Holy Bible containing the Old and New Testaments Authorized version
2007,2,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,2,BOOK,1,Holy Bible NIrV New International Readers Version
2007,3,BOOK,1,The Holy Bible.
2007,3,BOOK,1,Scofield reference Bible The Holy Bible containing the Old and New Testaments Authorized version
2007,4,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2007,4,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2007,4,BOOK,1,The Holy Bible.
2007,4,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,4,BOOK,1,Holy Bible The book of Psalms and The canticles of the Roman Breviary
2007,5,BOOK,2,The Holy Bible.
2007,5,BOOK,1,Holy Bible NIrV New International Readers Version
2007,5,BOOK,1,bible according to Einstein a scientific complement to the Holy Bible for the third millennium
2007,5,BOOK,1,Holy Bible Old Testament in the Douay Challoner text New Testament and Psalms in the Confraternity text
2007,6,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2007,6,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2007,6,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2007,6,BOOK,1,Holy Bible The book of Genesis
2007,7,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2007,7,BOOK,1,Holy Bible New international version containing the Old Testament and the New Testament
2007,7,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,7,BOOK,1,bible according to Einstein a scientific complement to the Holy Bible for the third millennium
2007,7,BOOK,1,Holy Bible Old Testament in the Douay Challoner text New Testament and Psalms in the Confraternity text
2007,7,BOOK,1,Holy Bible
2007,8,BOOK,1,bible according to Einstein a scientific complement to the Holy Bible for the third millennium
2007,8,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2007,8,BOOK,1,The Holy Bible.
2007,8,BOOK,1,Holy Bible NIrV New International Readers Version
2007,8,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2007,8,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,9,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2007,9,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,10,BOOK,1,The Holy Bible.
2007,10,BOOK,3,Holy Bible NIrV New International Readers Version
2007,10,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,10,BOOK,1,bible according to Einstein a scientific complement to the Holy Bible for the third millennium
2007,11,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2007,11,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2007,11,BOOK,1,Holy Bible NIrV New International Readers Version
2007,11,BOOK,1,Black characters and references of the Holy Bible / F.S. Rhoades.
2007,11,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2007,12,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2008,1,BOOK,1,bible according to Einstein a scientific complement to the Holy Bible for the third millennium
2008,1,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2008,1,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2008,1,BOOK,3,Holy Bible NIrV New International Readers Version
2008,2,BOOK,3,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2008,3,BOOK,1,commentary on the Holy Bible
2008,3,BOOK,2,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2008,3,BOOK,1,Holy Bible NIrV New International Readers Version
2008,3,BOOK,1,Holy Bible New international version containing the Old Testament and the New Testament
2008,4,BOOK,2,Holy Bible NIrV New International Readers Version
2008,4,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2008,4,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2008,4,BOOK,2,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2008,5,BOOK,3,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2008,5,BOOK,1,The Holy bible; a translation from the Latin Vulgate in the light of the Hebrew and Greek originals. Authorized by the hierarchy of England and Wales and the hierarchy of Scotland. [Translation by Monsignor Knox]
2008,5,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2008,5,BOOK,2,Holy Bible NIrV New International Readers Version
2008,5,BOOK,1,hidden wisdom in the Holy Bible
2008,6,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2008,6,BOOK,2,The Holy Bible.
2008,6,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2008,6,BOOK,4,Holy Bible NIrV New International Readers Version
2008,6,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2008,7,BOOK,2,Holy Bible NIrV New International Readers Version
2008,8,BOOK,1,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2008,8,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2008,8,BOOK,1,Holy Bible NIrV New International Readers Version
2008,8,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2008,8,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2008,8,BOOK,5,The Holy Bible.
2008,8,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2008,9,BOOK,2,Holy Bible NIrV New International Readers Version
2008,9,BOOK,2,The Holy Bible.
2008,9,BOOK,1,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2008,9,BOOK,1,Holy Bible New international version containing the Old Testament and the New Testament
2008,10,BOOK,1,The Holy Bible.
2008,10,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2008,10,BOOK,1,Holy Bible NIrV New International Readers Version
2008,11,BOOK,2,The Holy Bible.
2008,11,BOOK,2,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2008,11,BOOK,1,Holy Bible New international version containing the Old Testament and the New Testament
2008,11,BOOK,2,Holy Bible NIrV New International Readers Version
2008,11,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2008,11,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2008,12,BOOK,2,Holy Bible NIrV New International Readers Version
2008,12,BOOK,2,The Holy Bible.
2008,12,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,1,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2009,1,BOOK,1,The Holy Bible.
2009,1,BOOK,2,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2009,1,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,1,BOOK,1,Holy Bible NIrV New International Readers Version
2009,2,BOOK,1,Holy Bible New International Version containing the Old Testament and the New Testament
2009,2,BOOK,1,The Holy Bible.
2009,2,BOOK,2,Holy Bible NIrV New International Readers Version
2009,3,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,3,BOOK,1,Holy Bible NIrV New International Readers Version
2009,3,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2009,3,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,4,BOOK,1,Holy Bible NIrV New International Readers Version
2009,4,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2009,4,BOOK,1,The Holy Bible.
2009,4,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,5,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,5,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,5,BOOK,3,The Holy Bible.
2009,5,BOOK,1,Holy Bible English Standard Version containing the Old and New Testaments
2009,5,BOOK,1,Holy Bible NIrV New International Readers Version
2009,6,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2009,6,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,6,BOOK,1,Holy Bible NIrV New International Readers Version
2009,6,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2009,6,BOOK,1,The Holy Bible.
2009,7,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2009,7,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2009,7,BOOK,1,Holy Bible NIrV New International Readers Version
2009,7,BOOK,1,Holy Bible New International Version containing the Old Testament and the New Testament
2009,7,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,7,BOOK,1,The Holy Bible.
2009,8,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2009,8,BOOK,2,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,8,BOOK,4,The Holy Bible.
2009,8,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,8,BOOK,1,Holy Bible English Standard Version containing the Old and New Testaments
2009,9,BOOK,1,Holy Bible NIrV New International Readers Version
2009,9,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2009,9,BOOK,2,The Holy Bible.
2009,10,BOOK,4,The Holy Bible.
2009,10,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,10,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,10,BOOK,1,Holy Bible NIrV New International Readers Version
2009,11,BOOK,2,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2009,11,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2009,11,BOOK,1,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2009,11,BOOK,1,The Oxford concise concordance to the Revised standard version of the Holy Bible. Compiled by Bruce M. Metzger and Isobel M. Metzger.
2009,11,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2009,12,BOOK,2,Holy Bible NIrV New International Readers Version
2009,12,BOOK,1,The Holy Bible.
2009,12,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2009,12,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,1,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2010,1,BOOK,2,Holy Bible NIrV New International Readers Version
2010,1,BOOK,4,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,1,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2010,1,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tongues and with the former translations diligently compared and revised by His Majestys special command authorized King James version
2010,1,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,1,BOOK,1,Black characters and references of the Holy Bible / F.S. Rhoades.
2010,1,BOOK,2,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2010,2,BOOK,2,The Holy Bible.
2010,2,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,3,BOOK,2,The Holy Bible.
2010,3,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,3,BOOK,2,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,3,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2010,3,BOOK,1,Holy Bible NIrV New International Readers Version
2010,4,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,4,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2010,4,BOOK,1,The Holy Bible.
2010,4,BOOK,1,Black characters and references of the Holy Bible / F.S. Rhoades.
2010,4,BOOK,2,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,4,BOOK,1,Holy Bible NIrV New International Readers Version
2010,4,BOOK,1,Holy Bible New International Version containing the Old Testament and the New Testament
2010,4,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,5,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2010,5,BOOK,2,The Holy Bible.
2010,5,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,5,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,6,BOOK,1,Holy Bible NIrV New International Readers Version
2010,6,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2010,6,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,6,BOOK,2,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,7,BOOK,1,Holy Bible NIrV New International Readers Version
2010,7,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,7,BOOK,2,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,7,BOOK,2,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,7,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tongues and with the former translations diligently compared and revised by His Majestys special command authorized King James version
2010,7,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2010,8,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2010,8,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,8,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,8,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2010,8,BOOK,1,Holy Bible NIrV New International Readers Version
2010,9,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2010,9,BOOK,3,The Holy Bible.
2010,9,BOOK,1,Holy Bible NIrV New International Readers Version
2010,9,BOOK,3,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,10,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,10,BOOK,1,Holy Bible NIrV New International Readers Version
2010,10,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2010,10,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,11,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2010,11,BOOK,1,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2010,12,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2010,12,BOOK,2,The Holy Bible.
2010,12,BOOK,1,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2010,12,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2010,12,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2010,12,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2010,12,BOOK,1,The Holy Bible. As printed by Robert Aitken and approved & recommended by the Congress of the United States of America in 1782.
2011,1,BOOK,2,The Holy Bible.
2011,1,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2011,1,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2011,1,BOOK,1,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2011,1,BOOK,1,Holy Bible New International Version containing the Old Testament and the New Testament
2011,1,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2011,2,BOOK,2,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2011,2,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tongues and with the former translations diligently compared and revised by His Majestys special command authorized King James version
2011,2,AUDIOBOOK,3,Complete Audio Holy Bible (Unabridged)
2011,2,BOOK,1,The Holy Bible.
2011,2,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2011,3,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2011,3,AUDIOBOOK,1,Complete Audio Holy Bible (Unabridged)
2011,3,BOOK,1,Holy Bible containing the Old and New Testaments the text carefully printed from the most correct copies of the present authorized translation including the marginal readings and parallel texts with a commentary and critical notes designed
2011,3,BOOK,2,The Holy Bible.
2011,3,BOOK,1,The Holy Bible in Tibetan = Å_al chad s‡_Éa phyi gÌ±is kyi mdo bÅ_ugs so.
2011,4,BOOK,1,Young's literal translation of the Holy Bible / by Robert Young.
2011,4,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2011,4,BOOK,1,The Holy Bible.
2011,5,BOOK,2,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2011,5,BOOK,1,Holy Bible the 21st Century King James Version containing the Old Testament and the New Testament
2011,5,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2011,5,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2011,5,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tongues and with the former translations diligently compared and revised by His Majestys special command authorized King James version
2011,5,BOOK,2,The Holy Bible.
2011,5,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2011,5,BOOK,1,Queen Janes version the Holy Bible for adults only the complete and uncensored translation for a new millenium containing the Old and New Testaments and something to offend everyone
2011,6,BOOK,4,"Fu mu yu hai zi de gou tong sheng jing = Parents and child's communicating holy bible / Hao Tian, Zhang Huiping, bian zhu."
2011,6,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
2011,6,BOOK,1,Black characters and references of the Holy Bible / F.S. Rhoades.
2011,6,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2011,6,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2011,6,BOOK,1,"Santa Biblia : NVI, Nueva VersiÌ_n International = Holy Bible : NIV, New International Version."
2011,7,BOOK,4,"Fu mu yu hai zi de gou tong sheng jing = Parents and child's communicating holy bible / Hao Tian, Zhang Huiping, bian zhu."
2011,7,BOOK,1,The Holy Bible : containing the Old and New Testaments : New Revised Standard Version.
2011,7,AUDIOBOOK,2,Complete Audio Holy Bible (Unabridged)
2011,7,BOOK,4,The Holy Bible.
2011,7,BOOK,1,Holy Bible containing the Old and New Testaments translated out of the original tounges and with the former translations diligently compared and revised Authorized King James Version with all proper names divided into syllables accented
2011,8,BOOK,1,The Holy Bible [text (large print)] : containing the Old and New Testaments : translated out of the original tongues and with the former translations diligently compared and revised : King James Version.
2011,8,BOOK,2,The Holy Bible.
2011,8,BOOK,1,"Fu mu yu hai zi de gou tong sheng jing = Parents and child's communicating holy bible / Hao Tian, Zhang Huiping, bian zhu."
2011,8,AUDIOBOOK,4,Complete Audio Holy Bible (Unabridged)
2011,8,BOOK,1,Jesus : his life in verses from the King James Holy Bible / art by Gennady Spirin.
