CheckoutYear,CheckoutMonth,MaterialType,Checkouts,Title
2011,8,BOOK,4,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2011,8,EBOOK,3,In Defense of Food: An Eater's Manifesto
2011,8,BOOK,24,In defense of food : an eater's manifesto / Michael Pollan.
2011,8,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2011,9,AUDIOBOOK,4,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2011,9,BOOK,13,In defense of food : an eater's manifesto / Michael Pollan.
2011,9,EBOOK,5,In Defense of Food: An Eater's Manifesto
2011,9,BOOK,4,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2011,10,BOOK,20,In defense of food : an eater's manifesto / Michael Pollan.
2011,10,BOOK,5,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2011,10,AUDIOBOOK,4,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2011,10,EBOOK,5,In Defense of Food: An Eater's Manifesto
2011,11,BOOK,3,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2011,11,BOOK,15,In defense of food : an eater's manifesto / Michael Pollan.
2011,11,EBOOK,5,In Defense of Food: An Eater's Manifesto
2011,11,AUDIOBOOK,4,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2011,12,BOOK,12,In defense of food : an eater's manifesto / Michael Pollan.
2011,12,BOOK,6,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2011,12,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2011,12,EBOOK,5,In Defense of Food: An Eater's Manifesto
2012,1,EBOOK,6,In Defense of Food: An Eater's Manifesto
2012,1,BOOK,2,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,1,AUDIOBOOK,3,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,1,BOOK,18,In defense of food : an eater's manifesto / Michael Pollan.
2012,2,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,2,BOOK,2,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,2,BOOK,15,In defense of food : an eater's manifesto / Michael Pollan.
2012,2,EBOOK,6,In Defense of Food: An Eater's Manifesto
2012,3,BOOK,19,In defense of food : an eater's manifesto / Michael Pollan.
2012,3,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,3,BOOK,7,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,3,EBOOK,6,In Defense of Food: An Eater's Manifesto
2012,4,EBOOK,6,In Defense of Food: An Eater's Manifesto
2012,4,AUDIOBOOK,3,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,4,BOOK,7,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,4,BOOK,13,In defense of food : an eater's manifesto / Michael Pollan.
2012,5,EBOOK,7,In Defense of Food: An Eater's Manifesto
2012,5,BOOK,5,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,5,BOOK,13,In defense of food : an eater's manifesto / Michael Pollan.
2012,5,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,6,BOOK,3,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,6,BOOK,16,In defense of food : an eater's manifesto / Michael Pollan.
2012,6,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,6,EBOOK,4,In Defense of Food: An Eater's Manifesto
2012,7,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,7,EBOOK,8,In Defense of Food: An Eater's Manifesto
2012,7,BOOK,16,In defense of food : an eater's manifesto / Michael Pollan.
2012,7,BOOK,9,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,8,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,8,EBOOK,8,In Defense of Food: An Eater's Manifesto
2012,8,BOOK,5,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,8,BOOK,10,In defense of food : an eater's manifesto / Michael Pollan.
2012,9,BOOK,3,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,9,EBOOK,9,In Defense of Food: An Eater's Manifesto
2012,9,BOOK,11,In defense of food : an eater's manifesto / Michael Pollan.
2012,10,EBOOK,10,In Defense of Food: An Eater's Manifesto
2012,10,BOOK,4,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,10,BOOK,16,In defense of food : an eater's manifesto / Michael Pollan.
2012,10,AUDIOBOOK,2,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,11,BOOK,3,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2012,11,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,11,EBOOK,7,In Defense of Food: An Eater's Manifesto
2012,11,BOOK,11,In defense of food : an eater's manifesto / Michael Pollan.
2012,12,BOOK,8,In defense of food : an eater's manifesto / Michael Pollan.
2012,12,EBOOK,11,In Defense of Food: An Eater's Manifesto
2012,12,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2012,12,BOOK,3,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2013,1,BOOK,9,In defense of food : an eater's manifesto / Michael Pollan.
2013,1,BOOK,4,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2013,1,EBOOK,9,In Defense of Food: An Eater's Manifesto
2013,2,BOOK,1,In defense of food [text (large print)] : an eater's manifesto / Michael Pollan.
2013,2,AUDIOBOOK,1,In Defense of Food: An Eater's Manifesto (unabridged) (Unabridged)
2013,2,BOOK,9,In defense of food : an eater's manifesto / Michael Pollan.
